,ID3ROG3,Latitude,Longitude,PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
21758,14391PA,-23.98545157,-60.45265218,14391,PA,plg,0,Pilaga,Pilaga,P,314,2,5,N,4,NA,1993,1938-1978,N,Y,482,1,Christianity
21759,14719PA,-22.2063,-58.90701,14719,PA,spn,0,Sanapana,Sanapana,P,8035,1,4,N,3,NA,NA,1994-2010,N,Y,NA,1,Christianity
21760,15265PA,-21.88094,-62.43026,15265,PA,tpj,0,Nandeva,Nandeva,P,2675,3,4,N,3,NA,NA,2020,Y,Y,NA,1,Christianity
21761,15519PA,-21.66358,-58.02197,15519,PA,tmf,0,Toba-Maskoy,Toba-Maskoy,P,2502,1,5,N,4,NA,Yes,2020,Y,Y,NA,1,Christianity
21762,10150PE,-3.18924,-77.36423,10150,PE,acu,0,Achuar-Shiwiar,Achuar-Shiwiar,P,409,2,2,N,4,NA,1981-2019,1973-1988,Y,Y,4,4,Ethnic Religions
21763,10262PE,-10.4072,-73.43327,10262,PE,amc,0,Amahuaca,Amahuaca,P,NA,2,5,N,3,NA,NA,1963-1997,N,Y,NA,4,Ethnic Religions
21764,10268PE,-12.5934,-70.58001,10268,PE,amr,0,Amarakaeri,Amarakaeri,P,NA,1,1,Y,4,NA,1986-2008,1972-1976,N,Y,511,4,Ethnic Religions
21765,10303PE,-10.5267,-75.31308,10303,PE,ame,0,Yanesha,Yanesha,P,8797,1,2,N,4,NA,1978-2015,1956-1975,Y,Y,512,4,Ethnic Religions
21766,10373PE,-9.87263,-74.59205,10373,PE,cpc,0,Ajyininka Apurucayali,Ajyininka Apurucayali,P,5152,1,3,N,4,NA,2000,2000,N,N,579,1,Christianity
21767,10377PE,-1.97145,-75.04173,10377,PE,arl,0,Arabela,Arabela,P,415,1,3,N,4,NA,1986-2008,1965-2002,N,Y,519,1,Christianity
21768,10451PE,-12.01973,-73.87626,10451,PE,cni,0,Ashaninka,Ashaninka,P,41690,1,3,N,4,NA,1972-2015,1960-2005,Y,Y,575,1,Christianity
21769,14264PE,-10.77157,-74.19822,14264,PE,cjo,0,"Asheninka, Pajonal","Asheninka, Pajonal",P,15024,1,1,Y,4,NA,2002-2008,1976-1986,N,Y,568,4,Ethnic Religions
21770,14368PE,-10.99569,-74.89492,14368,PE,prq,7271,"Asheninka, Perene","Asheninka, Perene: Asheninca Perene",P,6982,1,3,N,4,NA,2015,2015,N,N,NA,1,Christianity
21771,10452PE,-10.47249,-74.60281,10452,PE,cpu,0,"Asheninka, Pichis","Asheninka, Pichis",P,15252,2,4,N,4,NA,1996-2008,1982-1987,Y,N,238,4,Ethnic Religions
21772,19568PE,-11.221,-73.001,19568,PE,cpy,0,"Asheninka, South Ucayali","Asheninka, South Ucayali",P,17526,1,1,Y,4,NA,2008-2015,1976–2015,N,N,1350,4,Ethnic Religions
21773,15681PE,-9.80592,-73.5909,15681,PE,cpb,0,"Asheninka, Ucayali-Yurua","Asheninka, Ucayali-Yurua",P,8900,2,1,Y,4,NA,2000,2000,N,N,569,4,Ethnic Religions
21774,15033PE,-17.21384,-70.34447,15033,PE,ayc,0,"Aymara, Southern","Aymara, Southern",P,252274,1,5,N,1,NA,NA,NA,N,N,NA,1,Christianity
21775,19362PE,-2.42364,-71.78736,19362,PE,boa,3311,Bora,Bora: Mirana,P,776,4,4,N,4,NA,1982-2010,1962-1976,Y,Y,578,4,Ethnic Religions
21776,11093PE,-6.64602,-74.37637,11093,PE,kaq,0,Capanahua,Capanahua,P,NA,1,2,N,4,NA,1978-2008,1968-1973,Y,Y,586,4,Ethnic Religions
21777,11095PE,-11.48168,-73.46054,11095,PE,cot,0,Caquinte,Caquinte,P,387,1,4,N,4,NA,2005-2008,1984-1991,N,N,566,4,Ethnic Religions
21778,11314PE,-5.68058,-76.79179,11314,PE,cbt,0,Shawi,Shawi,P,21862,1,2,N,4,NA,1978-2021,1964-1991,Y,Y,544,4,Ethnic Religions
21779,11444PE,-11.4135,-70.79625,11444,PE,cuj,0,Mashco Piro,Mashco Piro,P,284,1,1,Y,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
21780,19007PE,-11.90078,-76.82131,19007,PE,lsv,0,Sivia Sign Language,Sivia Sign Language,S,NA,NA,NA,N,1,NA,NA,NA,N,N,NA,NA,NA
21781,19007PE,-11.90078,-76.82131,19007,PE,prl,0,Peruvian Sign Language,Peruvian Sign Language,P,NA,1,NA,N,2,NA,NA,NA,N,N,NA,1,Christianity
21782,11154PE,-12.54652,-68.97469,11154,PE,ese,0,Ese Ejja,Ese Ejja,P,1292,2,4,N,4,NA,1984-2012,1967-1981,Y,Y,576,4,Ethnic Religions
21783,12130PE,-13.31339,-71.24,12130,PE,hug,0,Huachipaeri,Huachipaeri,P,NA,1,4,N,3,NA,NA,1959,N,N,NA,4,Ethnic Religions
21784,13888PE,-1.61256,-73.74624,13888,PE,huu,0,"Witoto, Murui","Witoto, Murui",P,1111,3,4,N,4,NA,1978-2016,1963-1980,Y,N,596,1,Christianity
21785,13857PE,-2.36074,-70.9626,13857,PE,hux,0,"Witoto, Nipode","Witoto, Nipode",P,50,2,2,N,3,NA,NA,1960-1961,N,Y,NA,4,Ethnic Religions
21786,12242PE,-3.31327,-73.96142,12242,PE,iqu,0,Iquitu,Iquitu,P,550,1,1,Y,3,NA,NA,1963-2002,N,Y,NA,4,Ethnic Religions
21787,12262PE,-7.75756,-74.51434,12262,PE,shp,0,Shipibo-Conibo,Shipibo-Conibo,P,NA,2,4,N,4,NA,1983-2013,1954-1976,Y,Y,673,1,Christianity
21788,12337PE,-5.40831,-76.41717,12337,PE,jeb,0,Jebero,Jebero,P,2950,1,3,N,3,NA,NA,1959,N,Y,NA,1,Christianity
21789,11105PE,-8.68836,-75.40044,11105,PE,cbr,0,Kakataibo-Kashibo,Kakataibo-Kashibo,P,2250,1,4,N,4,NA,1978-2008,1964-1975,Y,Y,541,4,Ethnic Religions
21790,11106PE,-10.43987,-71.80313,11106,PE,cbs,0,Kashinawa,Kashinawa,P,1589,2,5,N,4,NA,1980-2016,1971-1977,Y,Y,540,1,Christianity
21791,11397PE,-5.00349,-74.54768,11397,PE,cod,0,Kukama-Kukamiria,Kukama-Kukamiria,P,17766,2,2,N,3,NA,NA,1961-1972,N,Y,NA,4,Ethnic Religions
21792,11445PE,-9.74175,-70.68232,11445,PE,cul,0,Kulina,Kulina,P,504,2,4,N,4,NA,2014,1965-2003,N,Y,cul,4,Ethnic Religions
21793,13606PE,-5.47736,-73.12693,13606,PE,mcf,0,Matses,Matses,P,5380,2,2,N,4,NA,1993-2008,1976-1988,Y,Y,631,4,Ethnic Religions
21794,13189PE,-11.97364,-72.61404,13189,PE,mcb,0,Matsigenka,Matsigenka,P,23175,1,3,N,4,NA,1976-2018,1956-2011,Y,N,633,1,Christianity
21795,11401PE,-12.10267,-72.35075,11401,PE,cox,0,Nanti,Nanti,P,294,1,1,Y,3,NA,NA,2000-2014,N,Y,NA,4,Ethnic Religions
21796,13968PE,-11.52979,-74.41017,13968,PE,not,0,Nomatsigenga,Nomatsigenga,P,9382,1,4,N,4,NA,1980-2008,1969-1977,N,Y,647,1,Christianity
21797,14117PE,-2.79669,-71.57768,14117,PE,oca,0,Ocaina,Ocaina,P,203,2,3,N,3,NA,NA,1964-1972,N,Y,NA,1,Christianity
21798,14211PE,-2.86581,-72.46245,14211,PE,ore,0,Maijuna,Maijuna,P,343,1,3,N,3,NA,NA,1967-2010,N,Y,NA,1,Christianity
21799,14408PE,-6.37732,-73.32687,14408,PE,pig,0,Pisabo,Pisabo,P,666,1,1,Y,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
21800,10285PE,-10.5431,-76.0771,10285,PE,qva,0,"Quechua, Ambo-Pasco","Quechua, Ambo-Pasco",P,120091,1,4,N,4,NA,2017,1993-1997,Y,N,qva,1,Christianity
21801,10371PE,-14.17581,-72.72782,10371,PE,qve,15842,"Quechua, Eastern Apurimac","Quechua, Eastern Apurimac: Quechua, Apurimac",P,250408,1,3,N,4,NA,2012-2013,1974-2013,Y,N,667,1,Christianity
21802,10420PE,-15.19433,-72.59366,10420,PE,qxu,0,"Quechua, Arequipa-La Union","Quechua, Arequipa-La Union",P,41377,1,3,N,3,NA,NA,1993-1998,N,Y,NA,1,Christianity
21803,11075PE,-7.13054,-78.32665,11075,PE,qvc,0,"Quechua, Cajamarca","Quechua, Cajamarca",P,38734,1,4,N,4,NA,2004-2011,1985-1994,N,N,648,1,Christianity
21804,11282PE,-10.33854,-76.28028,11282,PE,qxt,0,"Quechua, Santa Ana de Tusi Pasco","Quechua, Santa Ana de Tusi Pasco",P,14559,1,3,N,1,NA,NA,NA,N,N,NA,1,Christianity
21805,11286PE,-6.27021,-77.66152,11286,PE,quk,0,"Quechua, Chachapoyas","Quechua, Chachapoyas",P,NA,1,2,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
21806,11422PE,-8.57552,-77.99895,11422,PE,qwa,0,"Quechua, Corongo Ancash","Quechua, Corongo Ancash",P,5163,1,3,N,3,NA,NA,2000-2018,N,Y,NA,1,Christianity
21807,12330PE,-11.77327997,-75.50526494,12330,PE,qxw,0,"Quechua, Jauja Wanca","Quechua, Jauja Wanca",P,NA,1,3,N,2,NA,NA,NA,N,N,NA,1,Christianity
21808,12968PE,-6.07957,-79.54441,12968,PE,quf,0,"Quechua, Lambayeque","Quechua, Lambayeque",P,26687,1,4,N,4,NA,2004-2008,1992,Y,N,650,1,Christianity
21809,13983PE,-11.2368,-75.84685,13983,PE,qvn,0,"Quechua, North Junin","Quechua, North Junin",P,80602,1,3,N,4,NA,1997-2012,1954-1989,Y,Y,663,1,Christianity
21810,14247PE,-9.85261,-75.44489,14247,PE,qxh,0,"Quechua, Panao","Quechua, Panao",P,62603,1,3,N,4,NA,2009-2011,1994-1995,Y,N,457,1,Christianity
21811,14507PE,-14.63866,-70.2363,14507,PE,qxp,0,"Quechua, Puno","Quechua, Puno",P,626614,1,3,N,4,NA,1947-1971,1901-1965,N,Y,NA,1,Christianity
21812,12378PE,-6.74416,-76.53247,12378,PE,qvs,0,"Quechua, San Martin","Quechua, San Martin",P,57094,1,4,N,4,NA,1992-2008,1970-2006,Y,Y,266,1,Christianity
21813,14503PE,-8.49884,-77.53195,14503,PE,qws,0,"Quechua, Sihuas Ancash","Quechua, Sihuas Ancash",P,8137,1,4,N,3,NA,NA,2017-2019,N,Y,NA,1,Christianity
21814,15043PE,-12.17265,-75.28585,15043,PE,qvw,0,"Quechua, Huaylla Wanca","Quechua, Huaylla Wanca",P,313014,1,3,N,4,NA,2006-2010,1991-1992,Y,Y,267,1,Christianity
21815,15056PE,-3.40982,-76.55986,15056,PE,qup,0,"Quechua, Southern Pastaza","Quechua, Southern Pastaza",P,2015,1,3,N,4,NA,1997-2011,1981-1998,Y,N,645,1,Christianity
21816,13124PE,-3.08705,-73.26127,13124,PE,qvo,0,"Quichua, Napo","Quichua, Napo",P,11488,3,4,N,4,NA,1972-1988,1972-1987,N,Y,NA,1,Christianity
21817,14508PE,-2.13505,-74.87918,14508,PE,qvz,0,"Quichua, Northern Pastaza","Quichua, Northern Pastaza",P,NA,2,3,N,4,NA,1992-2012,1985,Y,Y,718,1,Christianity
21818,11081PE,-12.047035,-77.044379,11081,PE,rmq,0,Calo,Calo,P,9992,7,4,N,3,NA,NA,1837-1872,Y,Y,1412,1,Christianity
21819,14809PE,-0.66232,-74.91814,14809,PE,sey,0,Paicoca,Paicoca,P,940,2,4,N,4,NA,1990-2012,1969,N,N,664,4,Ethnic Religions
21820,14894PE,-10.38337,-70.93498,14894,PE,mcd,0,Sharanahua,Sharanahua,P,585,2,4,N,4,NA,1996-2008,1973-2002,N,Y,522,4,Ethnic Religions
21821,14914PE,-7.50609,-74.77089,14914,PE,shp,0,Shipibo-Conibo,Shipibo-Conibo,P,32075,2,4,N,4,NA,1983-2013,1954-1976,Y,Y,673,1,Christianity
21822,15081PE,-4.74563,-73.65068,15081,PE,spq,0,"Spanish, Charapa","Spanish, Charapa",P,3331,1,3,N,1,NA,NA,NA,N,N,NA,1,Christianity
21823,15725PE,-4.42569,-75.46192,15725,PE,ura,0,Urarina,Urarina,P,3756,1,2,N,4,NA,2006-2010,1973-1996,N,Y,692,4,Ethnic Religions
21824,12134PE,-4.05581,-77.9591,12134,PE,hub,0,Wampis,Wampis,P,12115,1,4,N,4,NA,1975-2013,1965-2010,Y,Y,720,4,Ethnic Religions
21825,15942PE,-3.4763,-72.22133,15942,PE,yad,0,Yagua,Yagua,P,7746,2,4,N,4,NA,1994-2013,1964-1976,N,Y,680,4,Ethnic Religions
21826,15975PE,-9.76173251,-72.74627829,15975,PE,yaa,0,Yaminahua,Yaminahua,P,928,5,4,N,4,NA,2003-2013,1987-2010,Y,Y,679,4,Ethnic Religions
21827,18802PE,-10.21319,-72.63496,18802,PE,yaa,18449,Yaminahua,Yaminahua: Chitonahua,P,282,5,4,N,4,NA,2003-2013,1987-2010,Y,Y,679,4,Ethnic Religions
21828,20110PE,-8.908738,-73.322957,20110,PE,yaa,3518,Yaminahua,Yaminahua: Yaminahua Chitonahua,P,368,5,4,N,4,NA,2003-2013,1987-2010,Y,Y,679,4,Ethnic Religions
21829,14405PE,-11.12186,-73.29204,14405,PE,pib,0,Yine,Yine,P,5311,1,4,N,4,NA,1960-2008,1949-1956,Y,Y,652,4,Ethnic Religions
21830,16056PE,-11.37431,-72.03778,16056,PE,mts,0,Yora,Yora,P,199,1,1,Y,3,NA,NA,2007-2012,N,N,NA,4,Ethnic Religions
21831,14012RP,18.47381,121.29955,14012,RP,att,0,"Atta, Pamplona","Atta, Pamplona",P,NA,1,4,N,4,NA,1996,1969-2001,N,Y,1131,4,Ethnic Religions
21832,14012RP,18.47381,121.29955,14012,RP,ibg,0,Ibanag,Ibanag,S,NA,1,5,N,4,NA,1911-1989,1907-1989,Y,Y,NA,1,Christianity
21833,13980RP,14.15712,122.83497,13980,RP,abd,6738,Manide,"Manide: Agta, Camarines Norte",P,NA,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
21834,11118RP,17.95709,121.85716,11118,RP,agt,0,"Agta, Central Cagayan","Agta, Central Cagayan",P,NA,1,4,N,4,NA,1992-2018,1962-1980,N,Y,1244,4,Ethnic Religions
21835,10180RP,17.37477,122.18812,10180,RP,duo,0,"Agta, Dupaninan","Agta, Dupaninan",P,NA,1,4,N,4,NA,2001-2015,1986-2009,N,N,1312,4,Ethnic Religions
21836,12261RP,13.66208345,123.5187654,12261,RP,abx,0,Inabaknon,Inabaknon,S,NA,1,5,N,4,NA,1996,1981,N,N,1091,1,Christianity
21837,12392RP,16.2176,121.87821,12392,RP,dgc,0,"Agta, Casiguran Dumagat","Agta, Casiguran Dumagat",P,900,2,4,N,4,NA,1979,1967,N,Y,1170,4,Ethnic Religions
21838,13836RP,13.4588,123.55216,13836,RP,agz,0,"Agta, Mt. Iriga","Agta, Mt. Iriga",S,NA,1,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
21839,13836RP,13.4588,123.55216,13836,RP,atl,0,"Agta, Mt. Iraya","Agta, Mt. Iraya",P,NA,1,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
21840,13837RP,13.45657,123.4625,13837,RP,agz,0,"Agta, Mt. Iriga","Agta, Mt. Iriga",P,NA,1,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
21841,20541RP,16.991519,122.383996,20541,RP,apf,0,"Agta, Pahanan","Agta, Pahanan",P,2069,1,4,N,4,NA,2016-2017,1988-2006,N,N,NA,4,Ethnic Religions
21842,15709RP,14.87569,121.50814,15709,RP,due,0,"Agta, Umiray Dumaget","Agta, Umiray Dumaget",P,NA,1,4,N,4,NA,1977-2015,1968,N,Y,1339,4,Ethnic Religions
21843,10187RP,10.53279,119.65546,10187,RP,agn,0,Agutaynen,Agutaynen,P,NA,1,4,N,4,NA,2004-2020,1989-1993,N,Y,1124,1,Christianity
21844,10225RP,11.55432,122.35413,10225,RP,akl,0,Aklanon,Aklanon,P,660425,2,5,N,3,NA,NA,1988-1996,Y,Y,NA,1,Christianity
21845,10245RP,13.09821,121.02197,10245,RP,alj,0,Alangan,Alangan,P,NA,1,5,N,4,NA,1989,1962-1981,N,Y,NA,1,Christianity
21846,14008RP,15.6913,121.45394,14008,RP,aqn,0,"Alta, Northern","Alta, Northern",P,NA,1,2,N,2,NA,NA,NA,N,N,NA,4,Ethnic Religions
21847,10375RP,14.58104,120.988322,10375,RP,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,33859,31,1,Y,4,NA,2005,Yes,Y,Y,NA,6,Islam
21848,20925RP,16.566782,121.24658,20925,RP,dgc,0,"Agta, Casiguran Dumagat","Agta, Casiguran Dumagat",P,NA,2,4,N,4,NA,1979,1967,N,Y,1170,4,Ethnic Religions
21849,14466RP,18.21116,121.37861,14466,RP,att,0,"Atta, Pamplona","Atta, Pamplona",S,NA,1,4,N,4,NA,1996,1969-2001,N,Y,1131,4,Ethnic Religions
21850,14466RP,18.21116,121.37861,14466,RP,ibg,0,Ibanag,Ibanag,S,NA,1,5,N,4,NA,1911-1989,1907-1989,Y,Y,NA,1,Christianity
21851,15032RP,17.98083,121.43626,15032,RP,att,0,"Atta, Pamplona","Atta, Pamplona",S,NA,1,4,N,4,NA,1996,1969-2001,N,Y,1131,4,Ethnic Religions
21852,15032RP,17.98083,121.43626,15032,RP,ibg,0,Ibanag,Ibanag,S,NA,1,5,N,4,NA,1911-1989,1907-1989,Y,Y,NA,1,Christianity
21853,10142RP,15.41314,120.20036,10142,RP,abp,0,"Ayta, Abellen","Ayta, Abellen",P,NA,1,4,N,4,NA,2020,2006-2012,Y,N,2466,4,Ethnic Religions
21854,10275RP,14.81558,120.28339,10275,RP,abc,0,"Ayta, Ambala","Ayta, Ambala",P,NA,1,4,N,3,NA,NA,2014,Y,Y,NA,4,Ethnic Religions
21855,10715RP,14.435157,120.47645,10715,RP,ayt,7416,"Ayta, Magbukun","Ayta, Magbukun: Ayta, Bataan",P,NA,1,4,N,2,NA,NA,NA,N,Y,NA,4,Ethnic Religions
21856,13204RP,15.19541,120.45949,13204,RP,sgb,4882,"Ayta, Mag-antsi","Ayta, Mag-antsi: Ayta, Mag-anchi",P,NA,1,5,N,4,NA,2006-2012,1995-2006,Y,Y,1282,4,Ethnic Religions
21857,13210RP,14.96171,120.182,13210,RP,blx,0,"Ayta, Mag-Indi","Ayta, Mag-Indi",P,NA,1,4,N,4,NA,2020-2021,2002-2010,Y,N,NA,4,Ethnic Religions
21858,11885RP,6.99967,125.3591,11885,RP,bgi,0,Bagobo-Klata,Bagobo-Klata,P,NA,1,5,N,2,NA,NA,NA,N,Y,NA,4,Ethnic Religions
21859,10601RP,17.09937,121.27186,10601,RP,blw,0,Balangao,Balangao,P,NA,1,5,N,4,NA,1982,1966,Y,Y,1115,4,Ethnic Religions
21860,20552RP,11.212368,123.739906,20552,RP,bfx,0,Bantayanon,Bantayanon,P,91205,1,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
21861,10664RP,12.51429,122.04231,10664,RP,bno,0,Bantoanon,Bantoanon,P,89941,1,4,N,4,NA,2016,1992-1996,Y,Y,NA,1,Christianity
21862,20528RP,13.42776,123.518237,20528,RP,ubl,0,"Bikol, Buhi'non","Bikol, Buhi'non",P,85185,1,5,N,4,NA,2017-2018,Yes,Y,N,NA,1,Christianity
21863,12252RP,13.39438,123.3177,12252,RP,bto,0,"Bikol, Rinconada","Bikol, Rinconada",P,469067,1,4,N,4,NA,2016,Yes,Y,N,NA,1,Christianity
21864,20526RP,13.289755,123.446196,20526,RP,lbl,0,"Bikol, Libon","Bikol, Libon",P,83771,1,5,N,1,NA,NA,NA,N,N,NA,1,Christianity
21865,20527RP,13.189048,123.598931,20527,RP,rbl,0,"Bikol, Miraya","Bikol, Miraya",P,365280,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
21866,10250RP,13.16992,123.51373,10250,RP,fbl,0,"Bikol, West Albay","Bikol, West Albay",P,316575,1,5,N,1,NA,NA,NA,N,N,NA,1,Christianity
21867,19180RP,6.40387827,125.1954365,19180,RP,bpr,0,"Blaan, Koronadal","Blaan, Koronadal",P,60881,2,5,N,4,NA,1995-2010,1955-1986,Y,Y,925,4,Ethnic Religions
21868,12800RP,6.20529,125.00664,12800,RP,bpr,0,"Blaan, Koronadal","Blaan, Koronadal",P,NA,2,5,N,4,NA,1995-2010,1955-1986,Y,Y,925,4,Ethnic Religions
21869,14766RP,6.03691,125.35373,14766,RP,bps,0,"Blaan, Sarangani","Blaan, Sarangani",P,NA,1,5,N,4,NA,1981-2014,1968-1999,Y,Y,1245,1,Christianity
21870,10916RP,16.30706,119.8527,10916,RP,smk,0,Bolinao,Bolinao,P,NA,1,5,N,4,NA,2012,1963-1998,Y,N,413,1,Christianity
21871,12194RP,17.09386,121.02662,12194,RP,lbk,4824,"Bontok, Central","Bontok, Central: Central",P,24685,1,4,N,4,NA,1992,1908-2006,N,Y,1157,4,Ethnic Religions
21872,11711RP,17.03193,121.11048,11711,RP,ebk,0,"Bontok, Eastern","Bontok, Eastern",P,NA,1,4,N,4,NA,2003-2004,1977-1999,N,N,1114,4,Ethnic Religions
21873,20530RP,17.046309,121.006726,20530,RP,obk,0,"Bontok, Southern","Bontok, Southern",P,3475,1,4,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
21874,12214RP,16.37846,121.54727,12214,RP,ilk,0,Bogkalot,Bogkalot,P,NA,1,5,N,4,NA,1982-2004,1964-1965,Y,Y,NA,4,Ethnic Religions
21875,10988RP,12.63958,121.20976,10988,RP,bku,0,Buhid,Buhid,P,NA,1,4,N,4,NA,1988,1981,N,Y,NA,1,Christianity
21876,11082RP,11.94438,121.56282,11082,RP,clu,0,Caluyanun,Caluyanun,P,NA,1,5,N,4,NA,1990-2018,1981,N,Y,1128,1,Christianity
21877,11285RP,7.1166,122.13145,11285,RP,cbk,0,Chavacano,Chavacano,P,NA,1,4,N,4,NA,1981,1977,Y,Y,1129,1,Christianity
21878,11452RP,10.32008,119.30028,11452,RP,cyo,0,Cuyonon,Cuyonon,P,230213,2,5,N,4,NA,1982,1939-1966,Y,Y,NA,1,Christianity
21879,19007RP,16.91598,121.51221,19007,RP,psp,0,Filipino Sign Language,Filipino Sign Language,P,843817,1,NA,N,3,NA,NA,2021,N,N,NA,1,Christianity
21880,11793RP,17.22378,121.4552,11793,RP,gdg,0,Ga'dang,Ga'dang,P,NA,1,2,N,4,NA,2000-2001,1976-1981,N,N,1436,4,Ethnic Religions
21881,11794RP,16.54683,121.17735,11794,RP,gad,0,Gaddang,Gaddang,P,NA,1,5,N,3,NA,NA,2020,Y,Y,NA,1,Christianity
21882,12061RP,12.41589,121.2212,12061,RP,hnn,0,Hanunoo,Hanunoo,P,NA,1,1,Y,4,NA,1985-1995,1963-1981,N,Y,NA,4,Ethnic Religions
21883,12168RP,17.42014,121.89093,12168,RP,ibg,0,Ibanag,Ibanag,P,NA,1,5,N,4,NA,1911-1989,1907-1989,Y,Y,NA,1,Christianity
21884,10545RP,18.96652,121.92634,10545,RP,ivb,0,Ibatan,Ibatan,P,1757,1,5,N,4,NA,1996,1981-1986,N,Y,1322,1,Christianity
21885,13607RP,16.99362,121.28455,13607,RP,ifu,0,"Ifugao, Mayoyao","Ifugao, Mayoyao",P,38385,1,5,N,4,NA,2004-2012,1994-1999,Y,Y,1330,4,Ethnic Religions
21886,22319RP,14.1,122,22319,RP,abd,0,Manide,Manide,S,NA,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
21887,12232RP,16.42625,120.69508,12232,RP,ibl,0,Ibaloi,Ibaloi,P,NA,1,4,N,4,NA,1978,1965,Y,Y,NA,4,Ethnic Religions
21888,12236RP,16.32993,121.12014,12236,RP,inn,0,Isinay,Isinay,P,NA,1,4,N,3,NA,NA,Yes,N,N,NA,1,Christianity
21889,12209RP,8.071793,123.28763,12209,RP,ilp,0,Iranun,Iranun,P,271288,1,1,Y,3,NA,NA,2021,Y,Y,NA,6,Islam
21890,12249RP,13.38103,120.64995,12249,RP,iry,0,Iraya,Iraya,P,NA,1,4,N,4,NA,1991,1966-1981,N,Y,NA,4,Ethnic Religions
21891,11552RP,18.21387,121.1599,11552,RP,isd,0,Isnag,Isnag,P,NA,1,4,N,4,NA,1980-2005,1961,Y,Y,1331,4,Ethnic Religions
21892,12279RP,17.61687812,121.7210646,12279,RP,ibg,0,Ibanag,Ibanag,S,NA,1,5,N,4,NA,1911-1989,1907-1989,Y,Y,NA,1,Christianity
21893,12279RP,17.61687812,121.7210646,12279,RP,itv,0,Itawit,Itawit,P,NA,2,5,N,4,NA,1992-2009,1978-1981,Y,Y,NA,1,Christianity
21894,10155RP,17.81873,120.90528,10155,RP,isd,0,Isnag,Isnag,S,NA,1,4,N,4,NA,1980-2005,1961,Y,Y,1331,4,Ethnic Religions
21895,10155RP,17.81873,120.90528,10155,RP,tiu,6679,Adasen,Adasen: Western Addasen,P,NA,1,4,N,4,NA,1990,Yes,N,N,NA,4,Ethnic Religions
21896,19182RP,17.52759,121.00941,19182,RP,bjx,0,"Kalinga, Vanaw","Kalinga, Vanaw",P,6981,1,2,N,2,NA,NA,NA,N,Y,NA,4,Ethnic Religions
21897,10863RP,17.59722,120.87563,10863,RP,itb,0,"Itneg, Binongan","Itneg, Binongan",P,NA,1,2,N,3,NA,NA,1966-1967,N,N,NA,4,Ethnic Religions
21898,12235RP,17.61752,120.65389,12235,RP,iti,0,"Itneg, Inlaud","Itneg, Inlaud",P,NA,1,4,N,2,NA,NA,NA,N,Y,NA,4,Ethnic Religions
21899,13562RP,17.4501,120.82945,13562,RP,tis,0,"Itneg, Masadiit","Itneg, Masadiit",P,10529,1,5,N,2,NA,NA,NA,N,Y,NA,4,Ethnic Religions
21900,19570RP,17.42381,120.70055,19570,RP,ity,0,"Itneg, Moyadan","Itneg, Moyadan",P,16849,1,5,N,2,NA,NA,NA,N,Y,NA,1,Christianity
21901,15044RP,17.24531,120.71816,15044,RP,itt,0,"Itneg, Maeng","Itneg, Maeng",P,NA,1,5,N,2,NA,NA,NA,N,Y,NA,1,Christianity
21902,12291RP,20.38116,121.93381,12291,RP,ivv,0,Ivatan,Ivatan,P,NA,1,5,N,4,NA,1984-2016,1960-2006,Y,Y,1315,1,Christianity
21903,12295RP,16.30448,120.78633,12295,RP,ibl,0,Ibaloi,Ibaloi,S,NA,1,4,N,4,NA,1978,1965,Y,Y,NA,4,Ethnic Religions
21904,12295RP,16.30448,120.78633,12295,RP,iwk,0,I-Wak,I-Wak,P,NA,1,4,N,3,NA,NA,Yes,N,N,NA,4,Ethnic Religions
21905,10584RP,7.00494,118.47977,10584,RP,sjm,0,Mapun,Mapun,P,51205,2,1,Y,4,NA,2021,1978-1998,Y,Y,NA,6,Islam
21906,11571RP,15.6913,121.45394,11571,RP,agy,0,"Alta, Southern","Alta, Southern",P,NA,1,5,N,3,NA,NA,1970-1974,N,Y,NA,4,Ethnic Religions
21907,12411RP,10.48074,119.78467,12411,RP,cgc,0,Kagayanen,Kagayanen,P,38385,1,4,N,4,NA,2007-2014,1983-1994,N,N,1126,1,Christianity
21908,12444RP,7.30352,125.92716,12444,RP,kqe,0,Kalagan,Kalagan,P,NA,1,1,Y,4,NA,2012-2014,1989-2011,Y,Y,1357,6,Islam
21909,12383RP,7.3092303,125.678623,12383,RP,kll,0,"Kalagan, Kagan","Kalagan, Kagan",P,NA,1,4,N,3,NA,NA,1980-1984,N,N,NA,4,Ethnic Religions
